id,discipline,department,speciality_id
7183,ДВ №3: Основы законодательной метрологии,МТ4,27.03.01_61
7184,Ознакомительная практика,МТ4,27.03.01_61
7185,Технологическая практика,МТ13,27.03.01_61
7186,Учебно-технологический практикум,МТ13,27.03.01_61
7187,Научно-исследовательская работа,МТ4,27.03.01_61
7188,Научно-исследовательская работа,МТ4,27.03.01_61
7189,Преддипломная практика,МТ4,27.03.01_61
7190,Подготовка и защита ВКР,МТ4,27.03.01_61
7191,Аналитическая геометрия,ФН1,22.03.01_01
7192,Инженерная и компьютерная графика,РК1,22.03.01_01
7193,Иностранный язык,Л3,22.03.01_01
7194,Информатика,ИУ7,22.03.01_01
7195,История России,СГН1,22.03.01_01
7196,Математический анализ,ФН1,22.03.01_01
7197,Начертательная геометрия,РК1,22.03.01_01
7198,Физическая культура и спорт,ФВ,22.03.01_01
7199,Химия,ФН5,22.03.01_01
7200,Интегралы и дифференциальные уравнения,ФН1,22.03.01_01
7201,Линейная алгебра и функции нескольких переменных,ФН1,22.03.01_01
7202,Теоретическая механика,ФН3,22.03.01_01
7203,Физика,ФН4,22.03.01_01
7204,Культурология,СГН2,22.03.01_01
7205,Русский язык и культура речи,Л1,22.03.01_01
7206,Политология,СГН3,22.03.01_01
7207,"Кратные интегралы, теория вероятности и математическая статистика",ФН1,22.03.01_01
7208,Сопротивление материалов,РК5,22.03.01_01
7209,"Метрология, стандартизация и взаимозаменяемость",МТ4,22.03.01_01
7210,Механические свойства материалов,МТ8,22.03.01_01
7211,Основы автоматизированного проектирования,МТ8,22.03.01_01
7212,Правоведение,ЮР,22.03.01_01
7213,Теория механизмов и машин,РК2,22.03.01_01
7214,Технология конструкционных материалов,МТ13,22.03.01_01
7215,Философия,СГН4,22.03.01_01
7216,Детали машин,РК3,22.03.01_01
7217,Технология машиностроения,МТ3,22.03.01_01
7218,Технология обработки и модификации материалов,МТ8,22.03.01_01
7219,Гидравлика,Э10,22.03.01_01
7220,Экология,Э9,22.03.01_01
7221,Керамические материалы,МТ8,22.03.01_01
7222,Электротехника и электроника,ФН7,22.03.01_01
7223,Управление в технических системах,ИУ1,22.03.01_01
7224,Безопасность жизнедеятельности,Э9,22.03.01_01
7225,Экономика часть 1,ИБМ3,22.03.01_01
7226,Экономика часть 2,ИБМ6,22.03.01_01
7227,Методология выбора материалов и технологических процессов,МТ8,22.03.01_01
7228,Неметаллические материалы,МТ8,22.03.01_01
7229,Материаловедение ч.1 Металлография,МТ8,22.03.01_01
7230,Физика высокопрочного состояния материалов,МТ8,22.03.01_01
